Acura	MDX	94	4999.0	63745.0	39362.43	[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017, 2018, 2019, 2020]
Acura	RDX	74	12990.0	49525.0	34174.24	[2009, 2013, 2014, 2015, 2017, 2018, 2019, 2020, 2021]
Acura	TLX	37	12900.0	43825.0	31182.7	[2015, 2016, 2017, 2018, 2019, 2020]
Acura	TL	13	4990.0	13490.0	8893.92	[2004, 2005, 2006, 2007, 2009, 2012, 2013, 2014]
Acura	ILX	18	10944.0	31305.0	25135.44	[2013, 2014, 2015, 2017, 2020]
Acura	ZDX	1	18990.0	18990.0	18990.0	[2011]
Acura	MDX Hybrid Sport	2	54025.0	54425.0	54225.0	[2020]
Acura	TSX	4	6289.0	10998.0	8571.5	[2005, 2007, 2008, 2011]
Acura	RLX	2	22498.0	34788.0	28643.0	[2017, 2018]
Acura	RL	2	7500.0	7500.0	7500.0	[2002, 2008]
